"","pointid","grid_code","POINT_X","POINT_Y","year","effort","obs"
"4530",342738,0.16842,-2029566.79481,1535682.2555,2020,1,0
"4531",342739,0.274593,-2028566.79481,1535682.2555,2020,3,0
"4532",342777,0.00169628,-1990566.79481,1535682.2555,2017,1,0
"4533",342778,0.00240912,-1989566.79481,1535682.2555,2017,14,0
"4534",342778,0.00240912,-1989566.79481,1535682.2555,2018,2,0
"4535",342778,0.00240912,-1989566.79481,1535682.2555,2019,1,0
"4536",342778,0.00240912,-1989566.79481,1535682.2555,2021,1,0
"4537",342779,0,-1988566.79481,1535682.2555,2017,18,0
"4538",342795,0.012541,-1972566.79481,1535682.2555,2017,10,0
"4539",342795,0.012541,-1972566.79481,1535682.2555,2018,2,0
"4540",342795,0.012541,-1972566.79481,1535682.2555,2019,1,0
"4541",342795,0.012541,-1972566.79481,1535682.2555,2020,1,0
"4542",342796,0.00448271,-1971566.79481,1535682.2555,2017,20,0
"4543",342796,0.00448271,-1971566.79481,1535682.2555,2018,5,0
"4544",342796,0.00448271,-1971566.79481,1535682.2555,2019,13,0
"4545",342796,0.00448271,-1971566.79481,1535682.2555,2020,5,0
"4546",342796,0.00448271,-1971566.79481,1535682.2555,2021,3,0
"4547",342797,0.00343249,-1970566.79481,1535682.2555,2017,11,0
"4548",342797,0.00343249,-1970566.79481,1535682.2555,2018,1,0
"4549",342797,0.00343249,-1970566.79481,1535682.2555,2020,1,0
"4550",343288,0.0464334,-1479566.79481,1535682.2555,2020,1,0
"4551",343898,0.509737,-2030566.79481,1534682.2555,2018,1,0
"4552",343901,0.24791,-2027566.79481,1534682.2555,2020,1,0
"4553",343902,0.634981,-2026566.79481,1534682.2555,2020,2,0
"4554",343910,0.0190643,-2018566.79481,1534682.2555,2017,1,0
"4555",343913,0.0435555,-2015566.79481,1534682.2555,2017,1,0
"4556",343913,0.0435555,-2015566.79481,1534682.2555,2019,1,0
"4557",343913,0.0435555,-2015566.79481,1534682.2555,2021,1,0
"4558",343938,0.00467375,-1990566.79481,1534682.2555,2017,8,0
"4559",343939,0.0166373,-1989566.79481,1534682.2555,2017,6,0
"4560",343956,0.00675351,-1972566.79481,1534682.2555,2017,12,0
"4561",343956,0.00675351,-1972566.79481,1534682.2555,2019,9,0
"4562",343958,0.0039336,-1970566.79481,1534682.2555,2017,17,0
"4563",343958,0.0039336,-1970566.79481,1534682.2555,2018,1,0
"4564",343961,0.00331354,-1967566.79481,1534682.2555,2017,26,0
"4565",344299,0.270015,-1629566.79481,1534682.2555,2017,1,0
"4566",344371,0.304025,-1557566.79481,1534682.2555,2021,1,0
"4567",344552,0.0495062,-1376566.79481,1534682.2555,2017,3,0
"4568",344552,0.0495062,-1376566.79481,1534682.2555,2018,5,0
"4569",344552,0.0495062,-1376566.79481,1534682.2555,2019,1,0
"4570",344555,0.0220908,-1373566.79481,1534682.2555,2018,3,0
"4571",344981,0.108243,-947566.79481,1534682.2555,2018,1,0
"4572",345058,0.0209203,-870566.79481,1534682.2555,2017,1,0
"4573",345062,0.305424,-2026566.79481,1533682.2555,2020,1,0
"4574",345093,0.00410452,-1995566.79481,1533682.2555,2018,1,0
"4575",345389,0.0282727,-1699566.79481,1533682.2555,2018,1,0
"4576",345714,0.0498677,-1374566.79481,1533682.2555,2020,1,0
"4577",345901,0.69272,-1187566.79481,1533682.2555,2018,2,0
"4578",346141,0.00979749,-947566.79481,1533682.2555,2018,1,0
"4579",346224,0.166339,-2024566.79481,1532682.2555,2017,1,0
"4580",346225,0.106876,-2023566.79481,1532682.2555,2020,3,0
"4581",346251,0.00341329,-1997566.79481,1532682.2555,2017,8,0
"4582",346251,0.00341329,-1997566.79481,1532682.2555,2018,3,0
"4583",346251,0.00341329,-1997566.79481,1532682.2555,2019,4,0
"4584",346251,0.00341329,-1997566.79481,1532682.2555,2020,8,0
"4585",346251,0.00341329,-1997566.79481,1532682.2555,2021,2,0
"4586",346775,0.00507651,-1473566.79481,1532682.2555,2020,1,0
"4587",347235,0.300133,-1013566.79481,1532682.2555,2018,2,0
"4588",347301,0.241897,-947566.79481,1532682.2555,2018,1,0
"4589",347386,0.399363,-2023566.79481,1531682.2555,2020,2,0
"4590",347388,0.20193,-2021566.79481,1531682.2555,2020,4,0
"4591",347404,0.00609153,-2005566.79481,1531682.2555,2019,1,0
"4592",347433,0.00369024,-1976566.79481,1531682.2555,2017,1,0
"4593",347454,0.0405804,-1955566.79481,1531682.2555,2017,1,0
"4594",347785,0.406392,-1624566.79481,1531682.2555,2017,2,0
"4595",348395,0.0941782,-1014566.79481,1531682.2555,2018,1,0
"4596",348462,0.0647437,-947566.79481,1531682.2555,2021,1,0
"4597",348463,0.0589795,-946566.79481,1531682.2555,2018,2,0
"4598",348505,0.21808,-904566.79481,1531682.2555,2019,1,0
"4599",348550,0.332137,-2021566.79481,1530682.2555,2017,1,0
"4600",348550,0.332137,-2021566.79481,1530682.2555,2020,2,0
"4601",348591,0.00150335,-1980566.79481,1530682.2555,2019,1,0
"4602",348591,0.00150335,-1980566.79481,1530682.2555,2020,1,0
"4603",348591,0.00150335,-1980566.79481,1530682.2555,2021,1,0
"4604",348592,0.00162236,-1979566.79481,1530682.2555,2021,1,0
"4605",348593,0.00371197,-1978566.79481,1530682.2555,2018,1,0
"4606",348594,0.00188076,-1977566.79481,1530682.2555,2021,1,0
"4607",348620,0.0775548,-1951566.79481,1530682.2555,2020,1,0
"4608",349100,0.0133193,-1471566.79481,1530682.2555,2020,1,0
"4609",349556,0.196438,-1015566.79481,1530682.2555,2018,1,0
"4610",349557,0.277851,-1014566.79481,1530682.2555,2018,1,0
"4611",349626,0.0385716,-945566.79481,1530682.2555,2018,2,0
"4612",349626,0.0385716,-945566.79481,1530682.2555,2021,1,0
"4613",349638,0.0401982,-933566.79481,1530682.2555,2019,1,0
"4614",349638,0.0401982,-933566.79481,1530682.2555,2020,2,0
"4615",349664,0.0831936,-907566.79481,1530682.2555,2020,2,0
"4616",349716,0.215757,-2018566.79481,1529682.2555,2020,1,0
"4617",349718,0.0956852,-2016566.79481,1529682.2555,2020,1,0
"4618",349723,0.022884,-2011566.79481,1529682.2555,2020,1,0
"4619",349731,0.00680819,-2003566.79481,1529682.2555,2017,1,0
"4620",349739,4.44089e-16,-1995566.79481,1529682.2555,2017,3,0
"4621",349739,4.44089e-16,-1995566.79481,1529682.2555,2018,2,0
"4622",349739,4.44089e-16,-1995566.79481,1529682.2555,2019,3,0
"4623",349739,4.44089e-16,-1995566.79481,1529682.2555,2020,11,0
"4624",349739,4.44089e-16,-1995566.79481,1529682.2555,2021,2,0
"4625",349757,0.00255753,-1977566.79481,1529682.2555,2020,1,0
"4626",350106,0.0364466,-1628566.79481,1529682.2555,2019,2,0
"4627",350177,0.0624452,-1557566.79481,1529682.2555,2019,1,0
"4628",350718,0.0530606,-1016566.79481,1529682.2555,2018,1,0
"4629",350719,0.296368,-1015566.79481,1529682.2555,2018,1,0
"4630",350790,0.0189215,-944566.79481,1529682.2555,2018,1,0
"4631",350791,0.0873581,-943566.79481,1529682.2555,2018,1,0
"4632",350872,0.43755,-2027566.79481,1528682.2555,2018,1,0
"4633",350875,0.157977,-2024566.79481,1528682.2555,2020,1,0
"4634",350876,0.277089,-2023566.79481,1528682.2555,2020,1,0
"4635",350877,0.307793,-2022566.79481,1528682.2555,2020,2,0
"4636",350882,0.243725,-2017566.79481,1528682.2555,2017,1,0
"4637",350882,0.243725,-2017566.79481,1528682.2555,2018,1,0
"4638",350882,0.243725,-2017566.79481,1528682.2555,2019,2,0
"4639",350882,0.243725,-2017566.79481,1528682.2555,2020,2,0
"4640",350883,0.414215,-2016566.79481,1528682.2555,2020,1,0
"4641",350886,0.0632993,-2013566.79481,1528682.2555,2018,1,0
"4642",350886,0.0632993,-2013566.79481,1528682.2555,2019,1,0
"4643",350903,0.0036936,-1996566.79481,1528682.2555,2020,2,0
"4644",350904,0.0066899,-1995566.79481,1528682.2555,2021,3,0
"4645",350917,0.00584027,-1982566.79481,1528682.2555,2017,3,0
"4646",350917,0.00584027,-1982566.79481,1528682.2555,2018,2,0
"4647",350917,0.00584027,-1982566.79481,1528682.2555,2019,1,0
"4648",350917,0.00584027,-1982566.79481,1528682.2555,2020,2,0
"4649",350921,0.0033505,-1978566.79481,1528682.2555,2019,1,0
"4650",350922,0.00412388,-1977566.79481,1528682.2555,2019,1,0
"4651",351341,0.232891,-1558566.79481,1528682.2555,2018,1,0
"4652",351881,0.0803294,-1018566.79481,1528682.2555,2018,1,0
"4653",351882,0.0381749,-1017566.79481,1528682.2555,2018,1,0
"4654",351883,0.0271169,-1016566.79481,1528682.2555,2018,1,0
"4655",351956,0.0133437,-943566.79481,1528682.2555,2018,2,0
"4656",351968,0.418025,-931566.79481,1528682.2555,2018,3,0
"4657",352052,0.406405,-2012566.79481,1527682.2555,2018,3,0
"4658",352083,0.00259518,-1981566.79481,1527682.2555,2021,1,0
"4659",352084,0.00291188,-1980566.79481,1527682.2555,2020,1,0
"4660",352088,0.00267402,-1976566.79481,1527682.2555,2018,1,0
"4661",352088,0.00267402,-1976566.79481,1527682.2555,2019,13,0
"4662",352088,0.00267402,-1976566.79481,1527682.2555,2020,3,0
"4663",352088,0.00267402,-1976566.79481,1527682.2555,2021,4,0
"4664",352106,0.054001,-1958566.79481,1527682.2555,2019,1,0
"4665",352450,0.377508,-1614566.79481,1527682.2555,2017,11,0
"4666",352450,0.377508,-1614566.79481,1527682.2555,2018,39,0
"4667",352627,0.0195654,-1437566.79481,1527682.2555,2017,2,0
"4668",353046,0.025356,-1018566.79481,1527682.2555,2018,1,0
"4669",353065,0.0195084,-999566.79481,1527682.2555,2019,1,0
"4670",353122,0.0429438,-942566.79481,1527682.2555,2018,1,0
"4671",353123,0.319731,-941566.79481,1527682.2555,2018,1,0
"4672",353130,0.0518878,-934566.79481,1527682.2555,2018,2,0
"4673",353131,0.0631683,-933566.79481,1527682.2555,2018,1,0
"4674",353158,0.0199253,-906566.79481,1527682.2555,2017,1,0
"4675",353160,0.0679197,-904566.79481,1527682.2555,2017,2,0
"4676",353160,0.0679197,-904566.79481,1527682.2555,2018,3,0
"4677",353198,0.501914,-2033566.79481,1526682.2555,2018,1,0
"4678",353217,0.0653689,-2014566.79481,1526682.2555,2021,4,0
"4679",353229,0.00518446,-2002566.79481,1526682.2555,2021,6,0
"4680",353238,0.00807072,-1993566.79481,1526682.2555,2018,1,0
"4681",353249,0.00304236,-1982566.79481,1526682.2555,2018,1,0
"4682",353254,0.00845115,-1977566.79481,1526682.2555,2019,1,0
"4683",353539,0.0098649,-1692566.79481,1526682.2555,2018,1,0
"4684",354206,0.0483743,-1025566.79481,1526682.2555,2018,1,0
"4685",354213,0.105121,-1018566.79481,1526682.2555,2018,1,0
"4686",354290,0.278091,-941566.79481,1526682.2555,2018,1,0
"4687",354291,0.0379148,-940566.79481,1526682.2555,2018,1,0
"4688",354292,0.443375,-939566.79481,1526682.2555,2018,1,0
"4689",354296,0.0834716,-935566.79481,1526682.2555,2018,1,0
"4690",354297,0.0326619,-934566.79481,1526682.2555,2018,2,0
"4691",354302,0.265697,-929566.79481,1526682.2555,2018,1,0
"4692",354383,0.107457,-2016566.79481,1525682.2555,2020,1,0
"4693",354402,0.0173832,-1997566.79481,1525682.2555,2020,2,0
"4694",354423,0.00247088,-1976566.79481,1525682.2555,2017,4,0
"4695",354423,0.00247088,-1976566.79481,1525682.2555,2018,3,0
"4696",354423,0.00247088,-1976566.79481,1525682.2555,2019,6,0
"4697",354423,0.00247088,-1976566.79481,1525682.2555,2020,3,0
"4698",354423,0.00247088,-1976566.79481,1525682.2555,2021,5,0
"4699",354712,0.0384561,-1687566.79481,1525682.2555,2020,1,0
"4700",355381,0.0720597,-1018566.79481,1525682.2555,2018,2,0
"4701",355460,0.208462,-939566.79481,1525682.2555,2018,1,0
"4702",355461,0.102921,-938566.79481,1525682.2555,2018,2,0
"4703",355462,0.0805797,-937566.79481,1525682.2555,2018,1,0
"4704",355463,0.0135201,-936566.79481,1525682.2555,2018,2,0
"4705",355469,0.0740925,-930566.79481,1525682.2555,2020,1,0
"4706",355495,0.0192293,-904566.79481,1525682.2555,2017,3,0
"4707",355533,0.618194,-2033566.79481,1524682.2555,2021,1,0
"4708",355550,0.385491,-2016566.79481,1524682.2555,2021,1,0
"4709",355567,0.012644,-1999566.79481,1524682.2555,2017,1,0
"4710",355567,0.012644,-1999566.79481,1524682.2555,2019,1,0
"4711",355567,0.012644,-1999566.79481,1524682.2555,2021,2,0
"4712",355569,0.0224535,-1997566.79481,1524682.2555,2017,3,0
"4713",355578,0.00462974,-1988566.79481,1524682.2555,2017,3,0
"4714",355578,0.00462974,-1988566.79481,1524682.2555,2018,2,0
"4715",355578,0.00462974,-1988566.79481,1524682.2555,2020,1,0
"4716",355581,0.00198058,-1985566.79481,1524682.2555,2021,3,0
"4717",355585,0.0043228,-1981566.79481,1524682.2555,2021,1,0
"4718",355593,0.0127869,-1973566.79481,1524682.2555,2020,1,0
"4719",356263,0.101557,-1303566.79481,1524682.2555,2018,1,0
"4720",356263,0.101557,-1303566.79481,1524682.2555,2019,1,0
"4721",356263,0.101557,-1303566.79481,1524682.2555,2021,3,0
"4722",356265,0.0782646,-1301566.79481,1524682.2555,2017,1,0
"4723",356265,0.0782646,-1301566.79481,1524682.2555,2018,1,0
"4724",356548,0.0613862,-1018566.79481,1524682.2555,2018,1,0
"4725",356688,0.0520262,-878566.79481,1524682.2555,2021,1,0
"4726",356692,0.0226919,-874566.79481,1524682.2555,2021,1,0
"4727",356714,0.185593,-2019566.79481,1523682.2555,2018,2,0
"4728",356714,0.185593,-2019566.79481,1523682.2555,2021,1,0
"4729",356729,0.0223496,-2004566.79481,1523682.2555,2017,9,0
"4730",356729,0.0223496,-2004566.79481,1523682.2555,2018,17,0
"4731",356729,0.0223496,-2004566.79481,1523682.2555,2019,21,0
"4732",356729,0.0223496,-2004566.79481,1523682.2555,2020,17,0
"4733",356729,0.0223496,-2004566.79481,1523682.2555,2021,7,0
"4734",356730,0.0312681,-2003566.79481,1523682.2555,2017,1,0
"4735",356731,0.0041285,-2002566.79481,1523682.2555,2020,1,0
"4736",356732,0.0116851,-2001566.79481,1523682.2555,2019,1,0
"4737",356735,0.0105014,-1998566.79481,1523682.2555,2018,2,0
"4738",356737,0.0151483,-1996566.79481,1523682.2555,2017,32,0
"4739",356737,0.0151483,-1996566.79481,1523682.2555,2018,60,0
"4740",356737,0.0151483,-1996566.79481,1523682.2555,2019,39,0
"4741",356737,0.0151483,-1996566.79481,1523682.2555,2020,54,0
"4742",356737,0.0151483,-1996566.79481,1523682.2555,2021,79,0
"4743",356745,0.0050213,-1988566.79481,1523682.2555,2019,1,0
"4744",356752,0.00671633,-1981566.79481,1523682.2555,2020,1,0
"4745",356758,0.00950894,-1975566.79481,1523682.2555,2019,1,0
"4746",357429,0.0317832,-1304566.79481,1523682.2555,2018,1,0
"4747",357429,0.0317832,-1304566.79481,1523682.2555,2021,1,0
"4748",357855,0.022145,-878566.79481,1523682.2555,2021,1,0
"4749",357867,0.274554,-2033566.79481,1522682.2555,2021,1,0
"4750",357882,0.161824,-2018566.79481,1522682.2555,2020,2,0
"4751",357882,0.161824,-2018566.79481,1522682.2555,2021,4,0
"4752",357889,0.116538,-2011566.79481,1522682.2555,2018,1,0
"4753",357890,0.124276,-2010566.79481,1522682.2555,2020,1,0
"4754",357900,0.0270596,-2000566.79481,1522682.2555,2017,1,0
"4755",357900,0.0270596,-2000566.79481,1522682.2555,2020,1,0
"4756",357905,0.0177883,-1995566.79481,1522682.2555,2017,8,0
"4757",357905,0.0177883,-1995566.79481,1522682.2555,2018,1,0
"4758",357911,0.00273144,-1989566.79481,1522682.2555,2021,1,0
"4759",357925,0.00627781,-1975566.79481,1522682.2555,2017,1,0
"4760",357925,0.00627781,-1975566.79481,1522682.2555,2019,2,0
"4761",357925,0.00627781,-1975566.79481,1522682.2555,2020,1,0
"4762",358218,0.183065,-1682566.79481,1522682.2555,2021,1,0
"4763",358219,0.599861,-1681566.79481,1522682.2555,2021,1,0
"4764",358459,0.00543782,-1441566.79481,1522682.2555,2018,2,0
"4765",358520,0.00894108,-1380566.79481,1522682.2555,2017,1,0
"4766",358520,0.00894108,-1380566.79481,1522682.2555,2018,1,0
"4767",358596,0.0198521,-1304566.79481,1522682.2555,2018,2,0
"4768",358596,0.0198521,-1304566.79481,1522682.2555,2021,2,0
"4769",358997,0.0216624,-903566.79481,1522682.2555,2017,1,0
"4770",359013,0.0717699,-887566.79481,1522682.2555,2020,1,0
"4771",359059,0.0882003,-2009566.79481,1521682.2555,2017,3,0
"4772",359059,0.0882003,-2009566.79481,1521682.2555,2018,7,0
"4773",359059,0.0882003,-2009566.79481,1521682.2555,2019,5,0
"4774",359059,0.0882003,-2009566.79481,1521682.2555,2020,4,0
"4775",359059,0.0882003,-2009566.79481,1521682.2555,2021,5,0
"4776",359068,0.119398,-2000566.79481,1521682.2555,2017,1,0
"4777",359094,0.00702974,-1974566.79481,1521682.2555,2017,3,0
"4778",359094,0.00702974,-1974566.79481,1521682.2555,2018,3,0
"4779",359094,0.00702974,-1974566.79481,1521682.2555,2020,4,0
"4780",359094,0.00702974,-1974566.79481,1521682.2555,2021,1,0
"4781",359111,0.0437335,-1957566.79481,1521682.2555,2021,1,0
"4782",359115,0.0359678,-1953566.79481,1521682.2555,2020,1,0
"4783",359374,0.010489,-1694566.79481,1521682.2555,2021,1,0
"4784",359763,0.0152203,-1305566.79481,1521682.2555,2018,1,0
"4785",359763,0.0152203,-1305566.79481,1521682.2555,2021,1,0
"4786",360050,0.054861,-1018566.79481,1521682.2555,2018,1,0
"4787",360051,0.176727,-1017566.79481,1521682.2555,2018,1,0
"4788",360211,0.318715,-2024566.79481,1520682.2555,2017,1,0
"4789",360222,0.370271,-2013566.79481,1520682.2555,2020,1,0
"4790",360223,0.159826,-2012566.79481,1520682.2555,2020,2,0
"4791",360224,0.127041,-2011566.79481,1520682.2555,2020,2,0
"4792",360227,0.0790594,-2008566.79481,1520682.2555,2019,1,0
"4793",360227,0.0790594,-2008566.79481,1520682.2555,2020,1,0
"4794",360227,0.0790594,-2008566.79481,1520682.2555,2021,1,0
"4795",360232,0.102764,-2003566.79481,1520682.2555,2018,4,0
"4796",360239,0.00938499,-1996566.79481,1520682.2555,2019,1,0
"4797",360247,0.0130677,-1988566.79481,1520682.2555,2017,1,0
"4798",360249,0.00470911,-1986566.79481,1520682.2555,2017,1,0
"4799",360250,0.00376687,-1985566.79481,1520682.2555,2017,2,0
"4800",360253,0.00574167,-1982566.79481,1520682.2555,2019,1,0
"4801",360260,0.00480712,-1975566.79481,1520682.2555,2021,1,0
"4802",360637,0.0351563,-1598566.79481,1520682.2555,2021,2,0
"4803",360929,0.011742,-1306566.79481,1520682.2555,2018,1,0
"4804",360929,0.011742,-1306566.79481,1520682.2555,2021,1,0
"4805",360930,0.0096052,-1305566.79481,1520682.2555,2018,1,0
"4806",360930,0.0096052,-1305566.79481,1520682.2555,2019,1,0
"4807",360930,0.0096052,-1305566.79481,1520682.2555,2021,1,0
"4808",360940,0.0160428,-1295566.79481,1520682.2555,2017,1,0
"4809",360940,0.0160428,-1295566.79481,1520682.2555,2018,2,0
"4810",360940,0.0160428,-1295566.79481,1520682.2555,2019,1,0
"4811",361218,0.10931,-1017566.79481,1520682.2555,2018,1,0
"4812",361304,0.161758,-931566.79481,1520682.2555,2021,1,0
"4813",361371,0.46091,-864566.79481,1520682.2555,2020,1,0
"4814",361371,0.46091,-864566.79481,1520682.2555,2021,1,0
"4815",361400,0.0857399,-2008566.79481,1519682.2555,2020,8,0
"4816",361405,0.052564,-2003566.79481,1519682.2555,2018,1,0
"4817",361405,0.052564,-2003566.79481,1519682.2555,2021,1,0
"4818",361406,0.0337846,-2002566.79481,1519682.2555,2017,4,0
"4819",361406,0.0337846,-2002566.79481,1519682.2555,2018,3,0
"4820",361406,0.0337846,-2002566.79481,1519682.2555,2019,1,0
"4821",361406,0.0337846,-2002566.79481,1519682.2555,2020,17,0
"4822",361447,0.0277776,-1961566.79481,1519682.2555,2017,1,0
"4823",361447,0.0277776,-1961566.79481,1519682.2555,2018,2,0
"4824",361448,0.0258056,-1960566.79481,1519682.2555,2017,1,0
"4825",361743,0.142519,-1665566.79481,1519682.2555,2017,1,0
"4826",362027,0.00621017,-1381566.79481,1519682.2555,2017,5,0
"4827",362027,0.00621017,-1381566.79481,1519682.2555,2018,3,0
"4828",362027,0.00621017,-1381566.79481,1519682.2555,2020,2,0
"4829",362027,0.00621017,-1381566.79481,1519682.2555,2021,1,0
"4830",362101,0.0191744,-1307566.79481,1519682.2555,2018,1,0
"4831",362101,0.0191744,-1307566.79481,1519682.2555,2019,1,0
"4832",362101,0.0191744,-1307566.79481,1519682.2555,2021,1,0
"4833",362102,0.0150375,-1306566.79481,1519682.2555,2018,1,0
"4834",362102,0.0150375,-1306566.79481,1519682.2555,2021,1,0
"4835",362408,0.0156611,-1000566.79481,1519682.2555,2019,1,0
"4836",362516,0.0664889,-892566.79481,1519682.2555,2017,1,0
"4837",362516,0.0664889,-892566.79481,1519682.2555,2018,1,0
"4838",362516,0.0664889,-892566.79481,1519682.2555,2019,11,0
"4839",362516,0.0664889,-892566.79481,1519682.2555,2021,1,0
"4840",362517,0.0659113,-891566.79481,1519682.2555,2019,1,0
"4841",362543,0.413609,-865566.79481,1519682.2555,2018,1,0
"4842",362555,0.512726,-2026566.79481,1518682.2555,2018,1,0
"4843",362573,0.220987,-2008566.79481,1518682.2555,2020,2,0
"4844",362581,0.0234873,-2000566.79481,1518682.2555,2021,4,0
"4845",362592,0.00249698,-1989566.79481,1518682.2555,2018,1,0
"4846",362595,0.010713,-1986566.79481,1518682.2555,2018,1,0
"4847",362595,0.010713,-1986566.79481,1518682.2555,2020,1,0
"4848",362595,0.010713,-1986566.79481,1518682.2555,2021,1,0
"4849",362616,0.0483622,-1965566.79481,1518682.2555,2021,1,0
"4850",362623,0.00699661,-1958566.79481,1518682.2555,2021,1,0
"4851",362907,0.0732269,-1674566.79481,1518682.2555,2018,2,0
"4852",362907,0.0732269,-1674566.79481,1518682.2555,2019,3,0
"4853",362907,0.0732269,-1674566.79481,1518682.2555,2021,1,0
"4854",363145,0.0102414,-1436566.79481,1518682.2555,2021,1,0
"4855",363273,0.0470907,-1308566.79481,1518682.2555,2018,2,0
"4856",363273,0.0470907,-1308566.79481,1518682.2555,2019,2,0
"4857",363273,0.0470907,-1308566.79481,1518682.2555,2021,2,0
"4858",363654,0.0650458,-927566.79481,1518682.2555,2017,1,0
"4859",363654,0.0650458,-927566.79481,1518682.2555,2018,3,0
"4860",363654,0.0650458,-927566.79481,1518682.2555,2019,1,0
"4861",363654,0.0650458,-927566.79481,1518682.2555,2021,2,0
"4862",363722,0.601805,-2032566.79481,1517682.2555,2018,1,0
"4863",363722,0.601805,-2032566.79481,1517682.2555,2020,1,0
"4864",363722,0.601805,-2032566.79481,1517682.2555,2021,1,0
"4865",363754,0.0151982,-1999566.79481,1517682.2555,2017,1,0
"4866",363754,0.0151982,-1999566.79481,1517682.2555,2018,5,0
"4867",363754,0.0151982,-1999566.79481,1517682.2555,2020,17,0
"4868",363754,0.0151982,-1999566.79481,1517682.2555,2021,37,0
"4869",363788,0.0442014,-1965566.79481,1517682.2555,2018,1,0
"4870",363788,0.0442014,-1965566.79481,1517682.2555,2019,1,0
"4871",364078,0.489138,-1675566.79481,1517682.2555,2018,3,0
"4872",364078,0.489138,-1675566.79481,1517682.2555,2019,4,0
"4873",364078,0.489138,-1675566.79481,1517682.2555,2021,4,0
"4874",364114,0.0130877,-1639566.79481,1517682.2555,2017,1,0
"4875",364114,0.0130877,-1639566.79481,1517682.2555,2021,1,0
"4876",364386,0.00357494,-1367566.79481,1517682.2555,2017,1,0
"4877",364444,0.0163483,-1309566.79481,1517682.2555,2018,1,0
"4878",364444,0.0163483,-1309566.79481,1517682.2555,2021,1,0
"4879",364477,0.0135171,-1276566.79481,1517682.2555,2018,1,0
"4880",364886,0.30063,-867566.79481,1517682.2555,2021,1,0
"4881",364891,0.396166,-2038566.79481,1516682.2555,2021,1,0
"4882",364893,0.0370008,-2032566.79481,1516682.2555,2021,1,0
"4883",364936,0.00469202,-1986566.79481,1516682.2555,2017,1,0
"4884",364936,0.00469202,-1986566.79481,1516682.2555,2020,1,0
"4885",364936,0.00469202,-1986566.79481,1516682.2555,2021,1,0
"4886",364967,0.0254285,-1955566.79481,1516682.2555,2021,1,0
"4887",365491,0.0300702,-1431566.79481,1516682.2555,2018,1,0
"4888",365612,0.0114279,-1310566.79481,1516682.2555,2021,1,0
"4889",365613,0.00157518,-1309566.79481,1516682.2555,2018,2,0
"4890",365613,0.00157518,-1309566.79481,1516682.2555,2021,1,0
"4891",365996,0.0514666,-926566.79481,1516682.2555,2017,1,0
"4892",365996,0.0514666,-926566.79481,1516682.2555,2019,1,0
"4893",365996,0.0514666,-926566.79481,1516682.2555,2020,1,0
"4894",365996,0.0514666,-926566.79481,1516682.2555,2021,3,0
"4895",365997,0.14242,-925566.79481,1516682.2555,2017,1,0
"4896",365997,0.14242,-925566.79481,1516682.2555,2018,1,0
"4897",365997,0.14242,-925566.79481,1516682.2555,2021,1,0
"4898",366054,0.442425,-868566.79481,1516682.2555,2018,5,0
"4899",366054,0.442425,-868566.79481,1516682.2555,2019,1,0
"4900",366054,0.442425,-868566.79481,1516682.2555,2020,11,0
"4901",366054,0.442425,-868566.79481,1516682.2555,2021,12,0
"4902",366055,0.608351,-867566.79481,1516682.2555,2021,1,0
"4903",366060,0.593345,-2033566.79481,1515682.2555,2018,1,0
"4904",366086,0.205289,-2002566.79481,1515682.2555,2021,1,0
"4905",366088,0.167832,-2000566.79481,1515682.2555,2018,1,0
"4906",366092,0.0188617,-1996566.79481,1515682.2555,2021,2,0
"4907",366100,0.00699757,-1988566.79481,1515682.2555,2017,1,0
"4908",366423,0.190311,-1665566.79481,1515682.2555,2017,1,0
"4909",366423,0.190311,-1665566.79481,1515682.2555,2019,1,0
"4910",366423,0.190311,-1665566.79481,1515682.2555,2020,2,0
"4911",366778,0.0253219,-1310566.79481,1515682.2555,2021,1,0
"4912",367116,0.106011,-972566.79481,1515682.2555,2018,1,0
"4913",367163,0.216708,-925566.79481,1515682.2555,2018,1,0
"4914",367581,0.143169,-1674566.79481,1514682.2555,2020,1,0
"4915",367591,0.0484447,-1664566.79481,1514682.2555,2018,2,0
"4916",367616,0.0215959,-1639566.79481,1514682.2555,2017,2,0
"4917",367616,0.0215959,-1639566.79481,1514682.2555,2018,1,0
"4918",367616,0.0215959,-1639566.79481,1514682.2555,2019,1,0
"4919",367616,0.0215959,-1639566.79481,1514682.2555,2020,1,1
"4920",367616,0.0215959,-1639566.79481,1514682.2555,2021,1,0
"4921",367730,0.00823721,-1525566.79481,1514682.2555,2018,1,0
"4922",367945,0.0310139,-1310566.79481,1514682.2555,2018,2,0
"4923",367945,0.0310139,-1310566.79481,1514682.2555,2019,1,0
"4924",367945,0.0310139,-1310566.79481,1514682.2555,2021,2,0
"4925",367961,0.0124753,-1294566.79481,1514682.2555,2017,1,0
"4926",367962,0.0929815,-1293566.79481,1514682.2555,2021,1,0
"4927",367979,0.0197598,-1276566.79481,1514682.2555,2018,1,0
"4928",368254,0.0110059,-1001566.79481,1514682.2555,2018,1,0
"4929",368254,0.0110059,-1001566.79481,1514682.2555,2019,1,0
"4930",368306,0.0696145,-949566.79481,1514682.2555,2020,1,0
"4931",368307,0.198249,-948566.79481,1514682.2555,2020,1,0
"4932",368307,0.198249,-948566.79481,1514682.2555,2021,2,0
"4933",368340,0.0344824,-915566.79481,1514682.2555,2017,1,0
